location,latitude,longitude,population
Pittsburg,37.4129,-94.6984,22711
Elizabeth City,36.2943,-76.2361,22711
Harriman,35.9307,-84.5602,22708
Ives Estates,25.9632,-80.1830,22707
Greenfield,42.6140,-72.5985,22703
Fairhope,30.5217,-87.8815,22677
Cottage Lake,47.7466,-122.0755,22677
Machesney Park,42.3666,-89.0266,22677
Braidwood,41.2696,-88.2235,22670
Hurricane,37.1487,-113.3517,22666
Trussville,33.6404,-86.5819,22635
Waynesboro,38.0674,-78.9014,22630
Johnston,41.6857,-93.7173,22582
Corcoran,36.0839,-119.5610,22581
Meadville,41.6476,-80.1468,22580
Landover,38.9241,-76.8875,22553
Happy Valley,45.4362,-122.5077,22553
East Peoria,40.6734,-89.5419,22546
Hopewell,37.2915,-77.2985,22529
Fort Walton Beach,30.4249,-86.6194,22521
Nixa,37.0453,-93.2960,22515
Clinton,41.1395,-112.0656,22499
Munster,41.5469,-87.5040,22476
Christiansburg,37.1411,-80.4028,22473
Anthem,33.8560,-112.1168,22468
Roselle,41.9807,-88.0861,22463
Garden City,40.7266,-73.6447,22454
The Crossings,25.6708,-80.4018,22441
Warrensburg,38.7627,-93.7260,22410
Kihei,20.7653,-156.4454,22402
Union City,33.5941,-84.5629,22399
Millbrae,37.5994,-122.4023,22394
Florida Ridge,27.5805,-80.3848,22372
Silver Firs,47.8635,-122.1497,22358
Dolton,41.6284,-87.5979,22348
Duncan,34.5424,-97.9190,22344
Brent,30.4729,-87.2496,22337
Northfield,44.4550,-93.1698,22325
Highland,41.5485,-87.4587,22316
Sequim,48.0746,-123.0944,22304
Prairie Village,38.9874,-94.6361,22295
Kuna,43.4869,-116.3986,22292
Coralville,41.6990,-91.5967,22290
Fort Mill,35.0062,-80.9388,22284
Rose Hill,38.7872,-77.1085,22252
Hudson,41.2399,-81.4408,22237
Lutz,28.1396,-82.4467,22235
Taylors,34.9157,-82.3124,22230
Roanoke Rapids,36.4452,-77.6491,22225
Vega Baja,18.4410,-66.3993,22211
Raymore,38.8029,-94.4583,22194
Ensley,30.5261,-87.2735,22194
Fremont,41.3536,-83.1148,22191
Mukwonago,42.8566,-88.3269,22185
Watertown,44.9094,-97.1531,22174
East Patchogue,40.7704,-72.9817,22172
Lebanon,44.5317,-122.9071,22160
Pickerington,39.8890,-82.7678,22158
Lexington,33.9890,-81.2202,22157
Arvin,35.1944,-118.8306,22155
Lino Lakes,45.1679,-93.0830,22119
Augusta,44.3341,-69.7319,22116
Milford,38.9091,-75.4224,22102
Shelbyville,35.4987,-86.4516,22101
Corinth,33.1435,-97.0681,22099
Naples,26.1504,-81.7936,22088
West Carson,33.8229,-118.2931,22079
Maple Heights,41.4094,-81.5625,22078
Lealman,27.8197,-82.6847,22034
Chester,37.3531,-77.4342,22032
Gardner,38.8158,-94.9300,22031
Union Hill-Novelty Hill,47.6788,-122.0284,21992
Hayesville,44.9794,-122.9739,21979
Siloam Springs,36.1844,-94.5318,21975
Piqua,40.1505,-84.2441,21936
Fish Hawk,27.8511,-82.2164,21929
Port Hueneme,34.1617,-119.2036,21926
Lakeside,32.8560,-116.9040,21917
Summit,40.7154,-74.3647,21897
Secaucus,40.7810,-74.0659,21893
Golden Valley,44.9901,-93.3591,21886
Jasmine Estates,28.2930,-82.6907,21865
Mount Vernon,40.3854,-82.4734,21864
Bloomington,34.0601,-117.4013,21847
Camp Springs,38.8052,-76.9198,21841
Lennox,33.9380,-118.3586,21818
Roselle,40.6527,-74.2599,21811
Geneva,41.8832,-88.3242,21809
Sunny Isles Beach,25.9385,-80.1246,21804
Rancho San Diego,32.7624,-116.9197,21799
Massapequa,40.6676,-73.4706,21784
Bloomingdale,41.9497,-88.0895,21779
Shafter,35.4794,-119.2013,21734
Eastmont,47.8968,-122.1817,21733
Katy,29.7904,-95.8353,21729
Brownwood,31.7127,-98.9767,21729
Del City,35.4483,-97.4408,21712
Jacksonville,39.7292,-90.2318,21685
North Bay Shore,40.7601,-73.2618,21679
Silverdale,47.6663,-122.6828,21677
Kapolei,21.3403,-158.0665,21674
Allendale,42.9851,-85.9509,21672
Darien,41.7447,-87.9823,21628
Perrysburg,41.5377,-83.6413,21626
Lewistown,40.5964,-77.5730,21614
Hamtramck,42.3954,-83.0560,21599
La Porte,41.6077,-86.7136,21569
Clarksville,38.3221,-85.7673,21558
New Castle,39.9190,-85.3697,21555
Bellview,30.4620,-87.3120,21515
Biddeford,43.4674,-70.4512,21504
McNair,38.9513,-77.4116,21485
Villa Park,41.8864,-87.9779,21483
Fernley,39.5611,-119.1926,21476
Elkridge,39.1941,-76.7427,21458
Mukilteo,47.9096,-122.3035,21441
Atoka,35.4239,-89.7861,21428
Prichard,30.7735,-88.1301,21428
Hays,38.8815,-99.3218,21421
Birmingham,42.5447,-83.2166,21389
Easley,34.8190,-82.5828,21364
Brambleton,38.9802,-77.5323,21358
Mountlake Terrace,47.7921,-122.3076,21338
Ramona,33.0474,-116.8767,21323
Owosso,42.9955,-84.1760,21315
King of Prussia,40.0963,-75.3820,21313
DeBary,28.8815,-81.3240,21305
Eustis,28.8560,-81.6781,21303
South Euclid,41.5239,-81.5245,21297
South Holland,41.5977,-87.6022,21296
Palm Valley,30.2011,-81.3949,21292
North Plainfield,40.6209,-74.4386,21289
Ashland,42.1905,-122.6992,21281
Sapulpa,36.0089,-96.1006,21278
Duarte,34.1610,-117.9504,21271
Marietta,39.4241,-81.4465,21267
Battle Ground,45.7765,-122.5413,21252
Stephenville,32.2148,-98.2205,21247
Amsterdam,42.9420,-74.1907,21241
Oxford,33.5967,-85.8687,21225
Park Forest,41.4817,-87.6868,21210
Evans,40.3660,-104.7389,21205
Alexandria,45.8777,-95.3766,21204
Fort Atkinson,42.9253,-88.8441,21196
Hazel Dell,45.6797,-122.6553,21196
Carrboro,35.9260,-79.0878,21190
Bardstown,37.8174,-85.4548,21184
East Ridge,34.9973,-85.2284,21182
Elko,40.8387,-115.7674,21179
Covington,47.3668,-122.1044,21175
Gaffney,35.0742,-81.6558,21169
Sun Valley,39.6106,-119.7765,21159
Sidney,40.2891,-84.1667,21148
Bonney Lake,47.1791,-122.1700,21148
Dickinson,29.4546,-95.0583,21129
Martha Lake,47.8479,-122.2327,21129
Bothell West,47.8056,-122.2401,21115
Arnold,38.4296,-90.3733,21091
Ballenger Creek,39.3807,-77.4205,21080
Rolla,37.9458,-91.7608,21059
West Pensacola,30.4263,-87.2679,21056
Harvey,29.8876,-90.0666,21054
Johnstown,40.3499,-104.9481,21048
Cockeysville,39.4793,-76.6300,21038
Pleasant Prairie,42.5266,-87.8895,21034
Shelbyville,39.5350,-85.7792,21028
Sweetwater,25.7786,-80.3760,20994
St. Andrews,34.0510,-81.1057,20990
Milwaukie,45.4447,-122.6221,20990
Bryant,34.6152,-92.4914,20968
Salmon Creek,45.7099,-122.6632,20956
Kill Devil Hills,36.0167,-75.6699,20951
North Salt Lake,40.8439,-111.9187,20948
Apollo Beach,27.7618,-82.4002,20947
Guayama,17.9744,-66.1104,20913
Cornelia,34.5170,-83.5310,20913
Suwanee,34.0506,-84.0687,20907
New Hope,45.0374,-93.3869,20907
Wade Hampton,34.8821,-82.3336,20906
Green Valley,31.8436,-111.0174,20902
Mill Creek,47.8631,-122.2037,20897
Universal City,29.5521,-98.3074,20890
Montclair,38.6111,-77.3400,20881
Lorton,38.6984,-77.2163,20871
Clemmons,36.0319,-80.3861,20867
Rosamond,34.8658,-118.2154,20851
Bear,39.6188,-75.6804,20850
Dyersburg,36.0465,-89.3777,20839
Oneida,43.0769,-75.6621,20828
Hunters Creek,28.3611,-81.4357,20817
Holiday,28.1864,-82.7429,20816
Louisville,39.9709,-105.1441,20816
Dixon,38.4468,-121.8249,20803
Murray,36.6146,-88.3206,20776
Golden,39.7406,-105.2118,20767
Olean,42.0819,-78.4321,20755
Clifton,39.0763,-108.4606,20748
Grayslake,42.3402,-88.0338,20725
North Bellmore,40.6904,-73.5390,20718
Palisades Park,40.8472,-73.9967,20715
South Milwaukee,42.9120,-87.8627,20696
Gardner,42.5845,-71.9867,20683
Havelock,34.9078,-76.8987,20677
Lake Ronkonkoma,40.8308,-73.1112,20667
Lebanon,39.4251,-84.2135,20659
East Moline,41.5199,-90.3879,20645
Norwalk,41.2443,-82.6088,20629
Yorkville,41.6562,-88.4507,20613
Logansport,40.7472,-86.3519,20608
Dublin,32.5359,-82.9280,20583
North Ogden,41.3123,-111.9585,20582
South El Monte,34.0493,-118.0484,20574
Lynn Haven,30.2337,-85.6370,20525
Ferguson,38.7490,-90.2950,20525
Arlington,48.1698,-122.1443,20523
Willmar,45.1220,-95.0569,20510
Alice,27.7556,-98.0653,20510
Swansboro,34.6958,-77.1368,20507
Murphy,33.0186,-96.6105,20500
Culpeper,38.4705,-78.0001,20485
Ozark,37.0361,-93.2155,20482
American Canyon,38.1796,-122.2583,20475
Papillion,41.1516,-96.0679,20471
The Dalles,45.6053,-121.1818,20442
Columbia Heights,45.0484,-93.2472,20427
Barre,44.1997,-72.5083,20421
Amherst Center,42.3757,-72.5188,20409
Crest Hill,41.5723,-88.1124,20376
Punta Gorda,26.8933,-82.0516,20369
Neabsco,38.6083,-77.2847,20364
Newton,38.0368,-97.3451,20361
Poplar Bluff,36.7632,-90.4136,20359
Ennis,32.3255,-96.6350,20357
Tukwila,47.4749,-122.2727,20347
Prunedale,36.8064,-121.6555,20327
Lomita,33.7933,-118.3175,20320
Payson,40.0360,-111.7395,20303
Mountain Brook,33.4871,-86.7400,20297
Glassboro,39.7014,-75.1113,20288
Bayshore Gardens,27.4345,-82.5794,20287
Ashland,40.8668,-82.3156,20275
Shelton,47.2186,-123.1120,20264
Shenandoah,30.4019,-91.0020,20252
Cherry Hill,38.5696,-77.2895,20241
Henderson,36.3259,-78.4155,20238
Linda,39.1241,-121.5421,20228
Agoura Hills,34.1510,-118.7608,20222
East Hemet,33.7301,-116.9410,20211
Libertyville,42.2870,-87.9670,20205
Durango,37.2659,-107.8782,20203
East Northport,40.8792,-73.3232,20190
Howard,44.5703,-88.0920,20177
Monmouth,44.8505,-123.2283,20172
Ypsilanti,42.2437,-83.6205,20171
Mokena,41.5327,-87.8779,20159
Pleasantville,39.3900,-74.5169,20149
Affton,38.5499,-90.3264,20148
Bartow,27.8868,-81.8213,20147
Ashland,38.4592,-82.6449,20146
Mead Valley,33.8333,-117.2852,20145
Miamisburg,39.6323,-84.2725,20143
Merrick,40.6515,-73.5535,20130
Charleston,39.4842,-88.1781,20117
Germantown,43.2343,-88.1217,20116
Escanaba,45.7477,-87.0900,20094
Selden,40.8699,-73.0462,20093
Bayou Cane,29.6244,-90.7510,20093
Mililani Mauka,21.4756,-157.9947,20090
Snellville,33.8563,-84.0038,20077
Sulphur,30.2286,-93.3565,20065
Harrison,40.7431,-74.1531,20061
South St. Paul,44.8876,-93.0411,20060
Oregon,41.6528,-83.4322,20055
Middleton,43.1065,-89.5058,20034
Ferndale,42.4592,-83.1314,20033
West Chester,39.9601,-75.6058,20029
Forest Park,33.6209,-84.3590,20020
La Cañada Flintridge,34.2097,-118.2002,20009
Hauppauge,40.8217,-73.2119,20005
Safford,32.8317,-109.7005,19987
Rocky River,41.4703,-81.8526,19986
South San Jose Hills,34.0123,-117.9041,19977
Elmwood Park,40.9050,-74.1201,19966
El Reno,35.5430,-97.9660,19965
Saco,43.5390,-70.4624,19964
Fairwood,47.4467,-122.1430,19962
Greenwood,33.5126,-90.1993,19961
West St. Paul,44.9018,-93.0858,19961
Valley,32.8088,-85.1809,19926
Orinda,37.8808,-122.1791,19926
Helena,33.2845,-86.8756,19925
Cullman,34.1777,-86.8407,19920
Alamo,26.1811,-98.1177,19910
Sand Springs,36.1342,-96.1284,19905
Vernal,40.4517,-109.5379,19893
Laurinburg,34.7597,-79.4781,19889
Painesville,41.7240,-81.2536,19886
Sherwood,45.3593,-122.8433,19879
Lake Zurich,42.1955,-88.0870,19877
West Hempstead,40.6959,-73.6507,19864
Rosedale,39.3266,-76.5084,19842
Ottawa,41.3532,-88.8306,19839
Meadowbrook,37.4301,-77.4740,19811
Casa de Oro-Mount Helix,32.7640,-116.9687,19804
Lake Shore,39.1029,-76.4876,19791
Parma Heights,41.3865,-81.7637,19790
Old Jamestown,38.8394,-90.2847,19777
Norwood,39.1605,-84.4535,19776
Monroe,47.8595,-121.9852,19776
Selma,32.4166,-87.0336,19775
Makakilo,21.3591,-158.0813,19775
Tahlequah,35.9116,-94.9773,19773
Brockport,43.2137,-77.9404,19764
Rockport,28.0290,-97.0722,19743
Mesquite,36.8035,-114.1325,19726
Franconia,38.7682,-77.1587,19720
Front Royal,38.9260,-78.1838,19719
West Mifflin,40.3581,-79.9072,19699
Albany,37.8898,-122.3018,19696
La Crescenta-Montrose,34.2322,-118.2353,19689
Somerton,32.6009,-114.6990,19684
Blythe,33.6220,-114.6188,19682
Horizon City,31.6799,-106.1903,19642
Montgomery,41.7237,-88.3631,19638
Stillwater,45.0573,-92.8313,19627
Eloy,32.7470,-111.5991,19625
Brigham City,41.5034,-112.0454,19601
Murrysville,40.4456,-79.6555,19590
Brainerd,46.3553,-94.1982,19583
Rio Rico,31.4957,-110.9886,19581
Central Falls,41.8900,-71.3934,19568
Haslett,42.7525,-84.4020,19565
Tullahoma,35.3721,-86.2173,19555
Baldwin,40.3690,-79.9668,19554
Anna,33.3470,-96.5503,19541
Danville,37.6418,-84.7777,19529
Langley Park,38.9897,-76.9808,19520
South Burlington,44.4622,-73.2203,19509
North Liberty,41.7438,-91.6110,19501
Lake Butler,28.4868,-81.5453,19499
Schofield Barracks,21.4936,-158.0617,19499
Vincennes,38.6760,-87.5102,19498
Sienna Plantation,29.4834,-95.5065,19486
Holtsville,40.8124,-73.0447,19479
Abbeville,29.9750,-92.1265,19470
Bourbonnais,41.1830,-87.8780,19462
Syosset,40.8156,-73.5020,19453
Matteson,41.5095,-87.7468,19448
Lynbrook,40.6579,-73.6742,19448
Lake Forest,42.2380,-87.8596,19446
Angleton,29.1718,-95.4291,19431
Castaic,34.4818,-118.6317,19400
Canby,45.2653,-122.6866,19393
Wendell,35.7823,-78.3962,19382
Frankfort,41.4887,-87.8361,19373
Laconia,43.5724,-71.4775,19371
Silverthorne,39.6560,-106.0867,19344
Altamont,42.1981,-121.7249,19341
Sheridan,44.7962,-106.9643,19320
Hermosa Beach,33.8654,-118.3966,19320
Durant,33.9957,-96.3938,19315
Sylvania,41.7100,-83.7091,19311
Corning,42.1470,-77.0561,19296
Arbutus,39.2428,-76.6922,19292
White Oak,39.2106,-84.6061,19271
Morristown,40.7966,-74.4772,19261
Pinole,37.9931,-122.2834,19250
Erlanger,39.0109,-84.5864,19246
Altoona,41.6481,-93.4784,19221
Bethany,35.5072,-97.6417,19221
Sherrelwood,39.8390,-105.0014,19208
Mineola,40.7469,-73.6392,19207
Carlisle,40.1999,-77.2042,19198
Stevenson Ranch,34.3894,-118.5885,19179
Highland,40.4275,-111.7955,19175
Liberal,37.0466,-100.9295,19174
Cameron Park,38.6737,-120.9872,19171
Pinecrest,25.6650,-80.3042,19155
Evergreen Park,41.7213,-87.7013,19147
Tiffin,41.1165,-83.1805,19130
Mount Airy,36.5083,-80.6154,19119
Broadview Heights,41.3195,-81.6782,19102
Westbrook,43.6954,-70.3539,19074
Red Bluff,40.1735,-122.2413,19039
Arcadia,27.2213,-81.8587,19038
White Oak,39.0433,-76.9906,19020
Fox Crossing,44.2229,-88.4763,19012
McKeesport,40.3419,-79.8439,19009
Bellaire,29.7040,-95.4622,18971
Troy,31.8021,-85.9665,18957
Onalaska,43.8881,-91.2074,18943
Lexington,35.8017,-80.2682,18933
Springboro,39.5612,-84.2348,18931
Whitehall,39.9682,-82.8833,18926
Sartell,45.6187,-94.2207,18926
Badger,64.8006,-147.3877,18911
Five Corners,45.6883,-122.5738,18908
McAlester,34.9262,-95.7698,18896
La Follette,36.3718,-84.1256,18884
Terrell,32.7341,-96.2939,18869
Natchitoches,31.7317,-93.0979,18859
Twinsburg,41.3220,-81.4451,18856
Central Point,42.3765,-122.9110,18848
Seminole,27.8435,-82.7839,18838
Coldwater,41.9465,-84.9989,18832
St. John,41.4431,-87.4700,18796
Point Pleasant,40.0772,-74.0702,18772
Grandview,46.2444,-119.9091,18772
Marshfield,44.6627,-90.1728,18764
Hawthorne,40.9579,-74.1581,18753
Cimarron Hills,38.8597,-104.6995,18727
Alsip,41.6701,-87.7368,18709
Avon,39.7603,-86.3917,18706
Homewood,41.5591,-87.6610,18703
Port Isabel,26.0540,-97.2505,18686
Bellwood,41.8829,-87.8762,18672
Marinette,45.0870,-87.6328,18671
Bay City,28.9838,-95.9601,18661
North Valley Stream,40.6840,-73.7077,18661
Ansonia,41.3443,-73.0689,18654
Deerfield,42.1654,-87.8516,18646
Westminster,39.5796,-77.0066,18640
Creve Coeur,38.6621,-90.4430,18622
Seabrook,38.9802,-76.8502,18616
Berea,41.3696,-81.8642,18609
Cocoa,28.3820,-80.7674,18603
Moultrie,31.1591,-83.7708,18602
Avenel,40.5839,-74.2720,18592
Forest Park,39.2861,-84.5259,18583
Sudley,38.7878,-77.4961,18575
Anacortes,48.4878,-122.6292,18563
Winthrop,42.3751,-70.9847,18544
Rancho Mirage,33.7634,-116.4271,18528
Gibsonton,27.8260,-82.3761,18515
Lynden,48.9502,-122.4545,18512
North Massapequa,40.7031,-73.4678,18505
Gautier,30.4106,-88.6568,18490
Mayfield Heights,41.5175,-81.4534,18487
Breaux Bridge,30.2829,-91.9043,18484
Hopkins,44.9261,-93.4056,18468
Defiance,41.2810,-84.3661,18460
Iron Mountain,45.8275,-88.0599,18432
Berea,37.5904,-84.2898,18423
Altus,34.6566,-99.3051,18418
Bryn Mawr-Skyway,47.4949,-122.2411,18414
Uvalde,29.2153,-99.7782,18406
Brushy Creek,30.5125,-97.7388,18399
Brook Park,41.4036,-81.8219,18382
North Amityville,40.7005,-73.4118,18382
Wallingford Center,41.4499,-72.8189,18360
Sunnyside,46.3158,-120.0059,18352
World Golf Village,29.9653,-81.4898,18327
Sycamore,41.9951,-88.6812,18322
Franklin Farm,38.9133,-77.3969,18321
Chowchilla,37.1095,-120.2349,18310
Brookfield,41.8245,-87.8470,18310
Ronkonkoma,40.8040,-73.1258,18309
Rutherford,40.8203,-74.1057,18303
Merrifield,38.8731,-77.2426,18291
Newburyport,42.8124,-70.8878,18289
Idylwood,38.8896,-77.2055,18273
Kilgore,32.3979,-94.8603,18265
Radford,37.1229,-80.5587,18249
Palestine,31.7544,-95.6471,18243
Crawfordsville,40.0428,-86.8975,18242
Springfield,36.4943,-86.8709,18241
Boerne,29.7844,-98.7289,18232
Hyattsville,38.9612,-76.9548,18230
Lake Placid,27.2977,-81.3715,18227
St. Michael,45.2014,-93.6920,18204
Maumelle,34.8522,-92.4000,18199
Niles,41.1878,-80.7530,18176
Iselin,40.5702,-74.3170,18175
Menomonie,44.8893,-91.9084,18159
Trenton,42.1394,-83.1929,18157
Rutland,43.6091,-72.9782,18131
Imperial,32.8390,-115.5719,18120
Orange,30.1210,-93.7616,18118
Otsego,45.2660,-93.6200,18113
Madison,38.7581,-85.3974,18109
St. Matthews,38.2497,-85.6383,18105
Alton,26.2884,-98.3098,18105
Cudahy,42.9467,-87.8641,18104
Round Lake,42.3435,-88.1058,18100
Oxon Hill,38.7887,-76.9733,18080
Manchester,38.5830,-90.5065,18073
Beeville,28.4059,-97.7494,18068
Cary,42.2129,-88.2493,18067
North Wilkesboro,36.1728,-81.1390,18066
North Aurora,41.8083,-88.3413,18057
Lithia Springs,33.7810,-84.6485,18054
Bon Air,37.5187,-77.5713,18052
Bensenville,41.9593,-87.9433,18044
Eastlake,41.6581,-81.4323,18042
Beaver Dam,43.4690,-88.8308,18041
Safety Harbor,28.0080,-82.6964,18016
Mattoon,39.4775,-88.3624,18016
Macomb,40.4721,-90.6816,18006
North Druid Hills,33.8186,-84.3254,18002
West Columbia,33.9931,-81.0932,17998
Fayetteville,33.4500,-84.4709,17991
Sunland Park,31.8194,-106.5943,17978
Estelle,29.8447,-90.1021,17968
Mountain House,37.7740,-121.5452,17966
San Carlos Park,26.4765,-81.8193,17961
Zachary,30.6642,-91.1634,17949
Kingsland,30.8194,-81.7217,17949
Marco Island,25.9330,-81.6993,17947
Huntington,40.8815,-85.5053,17942
Ingleside,27.8700,-97.2077,17940
Humacao,18.1519,-65.8204,17939
Wantagh,40.6686,-73.5104,17915
Lenoir,35.9096,-81.5247,17913
Concord,38.5117,-90.3574,17912
Easton,38.7760,-76.0702,17911
Burke Centre,38.7903,-77.2999,17894
Perry,32.4719,-83.7282,17894
Hannibal,39.7097,-91.3939,17884
Menasha,44.2124,-88.4272,17873
Oak Grove,45.4156,-122.6349,17872
Scarsdale,40.9902,-73.7773,17871
Brenham,30.1585,-96.3964,17863
Ocean Springs,30.4082,-88.7861,17862
Dallas,44.9222,-123.3131,17859
Woodcrest,33.8789,-117.3686,17859
White Settlement,32.7554,-97.4605,17851
Five Forks,34.8069,-82.2271,17844
Knightdale,35.7918,-78.4955,17843
Shenandoah,40.8167,-76.2004,17840
Ada,34.7683,-96.6689,17840
Crossville,35.9527,-85.0294,17825
Beltsville,39.0394,-76.9211,17812
Colonia,40.5929,-74.3151,17801
Moraga,37.8439,-122.1225,17783
Midway,30.4138,-87.0261,17760
Steubenville,40.3653,-80.6520,17753
Tavares,28.7921,-81.7353,17749
Belgrade,45.7796,-111.1751,17743
Takoma Park,38.9810,-77.0028,17725
Dover,40.8859,-74.5597,17725
Lackawanna,42.8182,-78.8326,17720
Melville,40.7823,-73.4088,17716
Wailuku,20.8834,-156.5059,17708
Buckhall,38.7250,-77.4472,17708
El Dorado,33.2184,-92.6640,17706
Valle Vista,33.7436,-116.8872,17663
Cedar Mill,45.5355,-122.8006,17659
Albert Lea,43.6547,-93.3642,17656
Madison,40.7586,-74.4170,17654
Maitland,28.6295,-81.3717,17652
Gretna,29.9101,-90.0515,17647
Greenfield,36.3232,-121.2451,17646
Hinsdale,41.8005,-87.9273,17637
Santa Fe Springs,33.9330,-118.0625,17630
Franklin Park,41.9361,-87.8794,17627
Bethpage,40.7495,-73.4856,17627
East Massapequa,40.6743,-73.4358,17622
Kirksville,40.1986,-92.5753,17602
Nipomo,35.0323,-120.4991,17601
Centerville,40.9284,-111.8849,17587
Butner,36.1285,-78.7502,17575
Salem,40.9049,-80.8491,17571
Tillmans Corner,30.5818,-88.2128,17560
Upper Grand Lagoon,30.1690,-85.7407,17550
Anoka,45.2099,-93.3893,17549
Pinewood,25.8697,-80.2174,17542
Laurel,37.6375,-77.5062,17535
Amesbury,42.8530,-70.9446,17532
Marion,37.7173,-88.9279,17520
Tallmadge,41.1023,-81.4216,17519
Kingstowne,38.7625,-77.1445,17517
Nanuet,41.0957,-74.0155,17517
Dumont,40.9452,-73.9923,17516
Maryland City,39.1016,-76.8051,17513
Shorewood,41.5175,-88.2149,17509
Vero Beach,27.6463,-80.3930,17503
Clemson,34.6837,-82.8124,17501
Country Walk,25.6331,-80.4353,17496
Spanish Lake,38.7884,-90.2078,17485
Lake Mary,28.7592,-81.3359,17479
Manassas Park,38.7719,-77.4450,17478
Woodmere,40.6374,-73.7219,17470
Lakeport,39.0392,-122.9218,17466
Knik-Fairview,61.4964,-149.6535,17457
Martinsburg,39.4582,-77.9776,17454
Tinton Falls,40.2709,-74.0948,17451
South Houston,29.6611,-95.2285,17438
Jenison,42.9063,-85.8269,17431
Redland,39.1335,-77.1465,17414
Burlington,39.0223,-84.7217,17401
Godfrey,38.9577,-90.2156,17400
Pendleton,45.6756,-118.8209,17398
Taylor,30.5743,-97.4234,17383
Pecan Grove,29.6235,-95.7331,17380
Nederland,29.9707,-94.0015,17371
Colonial Heights,37.2650,-77.3969,17370
Stafford,29.6271,-95.5653,17362
Willimantic,41.7153,-72.2173,17358
Ocean Acres,39.7430,-74.2804,17333
La Marque,29.3690,-94.9957,17319
